instagram_comments,offensive_language,offensiveness_levels,hate_speech
"Esses esquerdopatas estão amarrados, amordaçados, estão vencidos e destruídos em Nome dO Senhor JESUS CRISTO 🙏AMÉM E AMÉM 🙏",1,1,5
Esse cara tinha q estar preso em presídio d segurança máxima(sem internet) p não falar m.... 😡🤬,1,2,-1
Esse homem está louco,1,3,-1
"Nunca deveriam ter soltado esse marginal , inimigo da pátria",1,2,-1
Lula vagabundo e bandido !!!,1,2,-1
Estamos juntos contra esse homem inútil e baderneiro.,1,2,-1
Cara vagabundo !!😡😡😡😡,1,2,-1
E o Aras? Até agora só demonstrou ser petista defensor do Toffoli é Lula livre.,1,3,5
Até quando vamos aguentar esse ladrão solto incitando o terror !,1,2,-1
Velho comunista safado,1,1,5
Babaca!,1,1,-1
O cara é o tempo todo excitando a violência acabou de sair da cadeia o tempo todo em palanque fazendo política mas o bom que a confiança no bolsonaro está cada dia aumentando,1,3,-1
"Não entendo. Por que não o prenderam imediatamente por incitação à violência? Quanto mais tempo ele passar livre, pior para a Nação!",1,1,-1
"Esse verme do lula é um monstro,quem é ele pra ousar a pronunciar o nome do Juiz @sergiomoroo @jairmessiasbolsonaro @rosangelawmoro verme ele só quer discórdia,guerra,sangue..Quando esse verme,rato de esgoto volta pro lugar que ele tem que apodrecer..Isso solto é um perigo pra sociedade..",1,2,-1
Esse ser deve voltar para a cadeia por incitar a violência. Ele é toda cambada dele,1,1,5
#lulanacadeia,1,3,-1
Tem que voltar para a cadeia ir para a cela e perder a chave.,1,3,-1
Bandido NOJENTO asqueroso.,1,3,-1
"Agora vc me diz, esse velho filho da puta quer lutar pelo que? Se as coisas estão começando a andar.",1,3,-1
"ESSE CANALHA SAI DA CADEIA E EM MENOS DE 10 MINUTOS DESPEJA SEU ÓDIO, SUA AGRESSÃO E CONVIDA SEUS SEGUIDORES A ATACAR? O GOVERNO PRECISA SER MAIS RIGOROSOCOM ESSE VAGABUNDO. NESSA SUA SAIDINHA NÃO REPAREI A PRESENÇA DOS SEUS FILHOS PARA RECEPCIONÁ-LO.",1,1,-1
"Se esse canalha quer luta, que venha lutar pra ver se nós somos o povo passivo do Chile e da Argentina... Ele verá quero verdadeiro filho do Brasil não foge a luta! Tenho nojo até de ver imagens dele. Vagabundo. Ladrão!",1,1,-1
Que absurdo. É muita petulância desse presidiário.,1,2,-1
Criminosos. ( pode vir eu estou pronto).,1,3,-1
"Ele deve ser preso por incitação a violência , bandido",1,3,-1
"Canalha,bandido falando em recuperar um país que ele destruiu,e alguns idiotas gritando,deve estar bêbado já.....",1,1,-1
MISERAVEL E ISSO QUE ELE.QUE GUERRA SIVIL.NO BRASIL .TEM QUE FICAR PRESO ESSE INFELIZ.,1,2,-1
Louco,1,2,-1
Estamos juntos contra esse bandido terrorista,1,3,-1
"e ninguém faz nada com esse crápula, estou indignada!",1,3,-1
Ladrão Fdp,1,2,-1
"ESSE VERME ENGANA OS JUMENTOS,E MENTE QUANDO CITA A BOLIVIA,POIS LA,É O MESMO POVO DE BEM QUE NÃO AGUENTAVA MAIS O AMIGUINHO DELE FERRANDO COM A NAÇÃO. MAIS UM MOTIVO PARA O POVO BRASILEIRO E O EXEECITO CRIAREM VERGONHA NA CARA E TOMAR-MOS UMA ATITUDE CONTRA ESSES LIXOS.",1,2,"2,5"
Se acontecer o que esse marginal quer culpa dos safados do stf,1,2,-1
"A população do bem sempre vai prevalecer a esses PETRalhas,se forem fazer baderna vamos responder à altura",1,3,5
Infelizmente aínda existem pessoas cegas que não enxergam a verdade e querem que esse crápula volte ao poder pra terminar de destruir o país porque o que ele já fez não foi suficiente pra eles acordar glória a Deus pela vida só Bolsonaro que ele conserve o com muita saúde pra que cada dia mais ele mude essa trajetória do país,1,2,-1
Cadeia nesse verme!,1,1,-1
Amém que Deus cubra de bençãos vcs e que dê dicertimento pra poder lidar com todas essas afronta dos esquerdista.,1,2,5
Esse vídeo e imundo,1,1,-1
Eu não aguento mais olhar essa cara lavada do luladrão,1,2,5
O nojo,1,2,-1
Bandido!! 👹 Deus nós livre desse capeta em carne e osso.,1,3,-1
Esse bandido tem que voltar é pra cadeia😡😠,1,2,-1
Esse lixo... Um verdadeiro canalha...,1,1,-1
Como é que pode um cara desses falando do juiz Moro? Falta de respeito. Devia criar vergonha na cara,1,1,-1
"Leva ele pra junto do Adélio , está louco kkkkkk",1,3,-1
Interna ele junto com o Adélio está louco 🤣🤣🤣🤣🤣,1,1,-1
"E ainda por cima é rebelde, frustado, revoltado, isso é as piores qualidades de um ser humano Deus tem misericórdia de nós.🙌🙌",1,1,-1
"Filhos de uma amada e bem aventurada,"" incentivando a desordem e o caos... mandar o Adélio botar chumbinho na cachaça que ele toma!",1,3,-1
Isso é incitar o ódio devia ser preso só poriço,1,1,-1
Abatam esse verme!,1,2,-1
"PT VERGONHA MUNDIAL! TENHO VERGONHA DE TER TUDO UM PRESIDENTE LIXO COMO ESSE CARA CHAMADO LULA, NÃO RESPEITA NINGUÉM É NÃO MERECE NOSSO RESPEITO! É APENAS UM CONDENADO EM LIBERDADE PROVISÓRIA! #LULAVOLTAPTACADEIA",1,3,5
Devia ser preso novamente esse bandido ao falar isso!,1,1,-1
Vagabundo! Déspota! Demiurgo!,1,3,-1
"Deus seja com todos que repudiam essas atitudes satânicas, esses adoradores do diabo não diminarão nunca mais a nossa nação, aqui se levantou um povo que ama a Deus acima de tudo e o Brasil acima de todos!!!",1,2,7
"Lula, foda-se.",1,3,-1
Que maldito esse ser...😬😤#somostodosbolsonaro.,1,1,-1
"Esse terrorista é problemático e não sabe o que diz,mas, faz merda que é um campeão.Nojento....",1,2,-1
#lulapreso,1,2,5
#CalaEssaMatracaLADRÃOdosCofresPúblico,1,3,-1
Esse criminoso é uma aberração.,1,1,-1
"Temos que calar a boca deste idiota, sai fora idiota vc tá procurando e vai achar.",1,3,-1
"Esse lula é um demônio,tem que ser preso novamente 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",1,3,-1
"Povo deveria resistir mesmo , fazer igual Chile botar fogo no luladrão STF na corrupção seria ótimo começando por eles que é patrimônio de bosta!😂😂😂😎😎🇧🇷 ele.quer joga ele na Paulista",1,2,5
Larápio canalha,1,3,-1
Esse maldito deve ser preso,1,3,-1
Esse verme tem que voltar prá cadeia!!!,1,2,-1
"Esse Lula é um canalha, bandido, corrupto e falastrão! Tristesa ver um povo iludido sendo enganado por este verme! Porquê não prendem ele de novo por incitação a violência? Por calúnia e difamação de um Ministro Integro como o Moro? Tem que haver uma forma de levar esse bandido de volta pra cadeia!",1,3,-1
"Incitação do ódio, muito típico de vagabundos como Lula e Maduro. Como sempre nada mudou, devia ter ficado encarcerado em uma penitenciária comum, pois não tem né",1,1,-1
"Jamais desistir! Este país é nosso. Este canalha convoca abertamente os marginais para apoiá-lo em uma revolução, quando diz que não suporta ver a polícia oprimir jovens que roubam celulares. Que tamanho absurdo! O Brasil vai crescer e ser uma grande potência mundial.",1,1,-1
Nessa hora a mão que segura o porrete chega treme,1,3,-1
Devia ter vergonha em falar a palavra honra,1,2,-1
Nojo desse bandido,1,3,-1
O ladrão do Lula quer fazer do nosso país o q Stálin fez com a antiga URSS. 54 anos no poder. Não vamos permitir! Estamos com Bolsonaro!,1,2,5
Canalha.. Bandido.. quer ver sangue de irmãos brasileiros.. para satisfazer seu ego .. Bandido.,1,2,-1
💩💩💩💩💩💩 desgraçado,1,3,-1
Esse homem é diabólico,1,1,-1
Que nojo dessa ladrao!,1,3,-1
#stféumavergonhanacional,1,3,-1
"Esse cara deveria estar preso, ele vai da trabalho estando solto ,pois ele é um bandido perigoso, com certeza irá tentar fazer igual no Chile. Cuidado isso e cobra venenosa.",1,2,-1
"Que bandido ousado. Imagina se Bolsonaro falasse uma barbaridade dessas a esquerdalha burra caia de pau, mas foi o jumento que incitou a baderna eles aplaudem , porque tal pai ou seja , tal jericó tal os seguidores.",1,1,5
Não vale apena ver este marginal e repúdio o que ele fale o lugar dele é a penitenciária.,1,1,-1
Apenas um bêbado falando!,1,3,-1
Tem que acabar com este verme e expulsar comunistas,1,3,5
"Esse filho da puta quer é uma guerra no Brasil,esse cara é um psicopata tem que prender esse crápula,isso é um perigo pra sociedade brasileira",1,1,-1
"Esse que é o bandido ladrão do Lula é terrorista que quer conseguir o PODER na marra, isso foi que esse maldito STF fez com o nosso Brasil. E tem mais uma coisa que esse STF está recebendo ordem do maldito PT, porque a maioria dos Ministros são PETISTAS e seu Presidente foi advogado do PT.",1,2,5
Louco!!,1,3,-1
"Presidente manda este traste para Chile,nao queremos o Lula mais aqui já estamos cansados dele.",1,1,-1
Esse bandido devia ser fuzilado,1,1,-1
Nojooooo,1,2,-1
Esse bosta tem q voltar pra cadeia já!,1,2,-1
Canalha comunista,1,1,5
"Lula é um criminoso de corpo, alma e espírito. É um homem demoníaco!!!!!",1,1,-1
Lixos! 💚🇧🇷💛,1,2,-1
Lula lixo 🗑,1,3,-1
esse cara tá desequilibrado lulalouco,1,2,-1
Luladrão ! Canalha!,1,2,5
"Deus nós acuda, este Lula só incentiva o que é ruim, que homem nojento",1,1,-1
"Deus onrre nosso governo. E parabéns pela perseverança, nunca desista do Brasil estamos com vocês, o Brasil precisa de pessos de coragem para enfrentar o militantes vermelho.",1,2,5
"Como pode, esse verme, estar solto???",1,1,-1
Esse é incendiário,1,2,-1
Recuperar o país???? Logo ele que o detonou?!!! Anti Cristo!!!,1,2,-1
Sérgio Moro..mande prender esse canalha ele está fazendo incitação a violência,1,2,-1
Este vagabundo so saiu da cadeia pra cair e vomtar pra lá de vez!,1,3,-1
Sério isso .... Ele é doido,1,3,-1
Canalhas 👿😈👿👿👿👿👿,1,2,-1
Vagabundo criminoso,1,1,-1
É UM MARGINAL!,1,2,-1
Deus nos livre dos psicopatas,1,3,-1
Como pode ter idiotas escutando esse corrupto do PT?,1,3,5
"Cara de pau ! não desiste de atormentar o brasileiros , sai em nome de jesus👑 😍",1,3,-1
Vermelha tá a bunda desses vermes !!!!!!,1,3,5
Excremento! Escória!,1,1,-1
Uma desgraça dessa incitando o ódio,1,1,-1
Ninguém vai calar essa imundice?,1,2,-1
Este criminoso tem que voltar prisão 😱😱,1,1,-1
▪DE QUE HONRA ÊSSE MERD...ESTÁ FALANDO!???,1,3,-1
SEGURANÇA NACIONAL JÁ PRA PRENDER ESSE TERRORISTA!!! 👊🇧🇷,1,3,-1
Filho da puta vagabundo!,1,2,-1
"Vagabundo, safado! ...incentivando o vandalismo. 😡",1,1,-1
"Se tiver que lutar pelo futuro dos meus filhos e a melhoria do meu país , eu volto para as forças armadas sem salário e ajudo a combater a esquerdalha. #lulaterroristanacadeia",1,2,5
Tu ta doído rato,1,3,-1
"Que nojo dessa gentalha da esquerda, são o submundo do mal!!😡",1,2,5
"INCENTIVADO À GUERRA, VOLTA ESSE HOMEM PARA CADEIA. DEMÔNIO CHEFE 😝😝",1,2,-1
Velho maluco tem que botar para a cadeia.,1,2,-1
Esse terrorista tem que voltar pra CADEIA.,1,3,-1
Lula desgraçado,1,1,-1
Esse CANALHA já devia ter voltado para a cadeia de segurança máxima.,1,1,-1
Esse verme tem que ir preso de verdade. Ele está tentando fazer uma revolução em nosso país.,1,2,-1
Esse Lula é retardado,1,2,-1
"Cretino este homem. Ele é do mal, cada dia mais tem provado isso. Mas Deus é Senhor, e há de dar a vitória a quem O segue! #bolsonaro",1,1,-1
Moro coloca este bandido na cadeia por favor . Cadê os filhos dele que não apareceu pra encontrar o pai ?🤡🤡🤡🤡,1,3,-1
Na cadeia se fazia de coitadinho e abaixava a cabeça. Agora... Voltou o Lula Raiz. Medo desta turma hein?!,1,2,5
"Esse velho maldito tem que voltar pra cadeia, lá é o lugar desse safado.",1,3,-1
Tranqueira,1,1,-1
"Deus, que nus livra desse demônio do Lula, lulárapio e na cadeia",1,3,5
"Não consigo ouvir a voz deste lula,repúdio total da cara dele e voz dele😡😡😡😡",1,3,-1
"A gente tem que enforcar esse marginal em praça pública para que sirva de exemplo aos seus seguidores, esse sujeito além de marginal é terrorista !!!",1,1,5
Nojo desse.verme,1,3,-1
Esse homem é o demônio,1,2,-1
Esse lula e um merda,1,2,-1
Vagabundo desordeiro!,1,2,-1
Condenado cale sua boca,1,2,-1
Esse Lula tá mostrando a cara esse bandido @lulaoficial,1,2,-1
"Foi prá isso quê o Lula ladrão foi solto?? Quê vergonha, Brasil..",1,3,-1
"A gente recuperar esse país ele quer dizer a corja Ptralha né? vão abrir as portas da cadeia pra tirar os outros ?e arquivar processos e investigações sobre os q estão soltos?inocente ou BURRO vc hein Lula ,acha que o cidadão de bem vai aceitar VCs de volta no poder ???#ptnunca #LULAFICHASUJA #STFVERGONHANACIONAL #nojo de quem idolatra BANDIDO",1,2,5
Picareta vai pro inferno verme nojento 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,1,2,-1
LULA é ladrão.,1,2,-1
"Luladrao incentivando a violência,absurdo em sortear esse lixo",1,1,5
Isss aí @bolsonarosp 👏👏👏👏(Carniça humana!!!!! Lula)!!!!!,1,2,-1
Tem que prender por incitação a violência.,1,3,-1
Prenda esse bandido,1,1,-1
Lula é um vagabundo safado,1,1,-1
Não vou acionar o áudio porque não aguento a voz e o conteúdo dito pelo carniça.,1,1,-1
Tem q voltar pra cadeia de onde não deveria ter saído. É uma ameaça para o 🇧🇷,1,3,-1
Filho do diabo,1,3,-1
Essa porra eh o diabo,1,1,-1
Sem palavras pra esse canalha que quer provocar a baderna 😡😡😡,1,1,-1
Esse 💩tem que provar é a sua inocência (não tem como provar) e não atacar o Moro.,1,3,-1
O bom é saber que ele esta com 74 anos e em breve capota.,1,1,-1
Este canalha estar livre é uma vergonha.,1,1,-1
Loucos adorando e idolatrando um loco..... Affff....quanta tolice e cegueira desse povo. Muito triste...😔😢😭 Acorda BRASIL! 🇧🇷💚💛💙 Estamos sobre Nova Direção. Brasil Acima de Tudo e Deus Acima de Todos❣️ 🤗🙏🏻🙌🏼🙌🏼,1,1,5
Tá repreendido seu Lula demônio.,1,3,-1
É uma questão de honra cortar a cabeça dessas cobras . Olho por olho! Dente por dente!!!,1,1,-1
Diabo em pessoa esse ladrão safado,1,3,-1
"Deus da misericórdia, livrai-nos desse mal!!! Eu não mereço nem ouvir a voz dele. Senhor tende piedade de nós!!!O cara enlouqueceu, a sede de poder dele, já matou muita gente!!!",1,3,-1
ESTE CANALHA NÃO PODE FICAR SOLTO .GRAÇAS A ESTE STF COMPOSTO PORINCOMPETENTES METADE COM RABO PRESO A DEFENDER BANDIDOD Q PODEM AGREDIR DOM FRASES TERRIVEIS NOSSO PRESIDENTE E SEUS MINISTROS INCLUSIVE ESTE BEBADO DECREPTO AGRIDE O MINISTRO MORO COM PALAVROES NÃO ACONTECE NADA MAIS DAÍ A INVESTIGAR MINISTRO DO STF. NAO PODE. Q DEMOCRACIA É ETA?,1,3,-1
Mete bala nesses bandidos !,1,1,-1
"Pra tinha que emudecer esse canalha ladrao safado, tem que lavar isso que ele chama de boca pra falar de. Moro",1,2,-1
"Um condenado chamando ministro desta palavra tão ofensiva, ao meu ver já deveria estar preso por desacato a autoridades e muitas outras coisas !!!",1,2,-1
Como me espanta esse Bandido poder falar desse jeito de uma autoridade e nada ser feito contra ele ???? Pq essa blindagem ao Lula ????,1,1,-1
Esse calhorda nunca mais terá a força que nosso Brasil tem hoje 👏🏻👏🏻👏🏻👏🏻,1,1,-1
"Quem vai dar lado para imundice dessa,🤮🤮🤮",1,3,-1
#Lulanacadeia,1,3,-1
Louco...psicopata...sem noção....seu lugar eh atrás das grades...inflamando o povo rebelde contra a nação.... porque vocês não vão morar no vou ME.. .na Bolívia.. .em Cuba.. .como militantes despatriados?,1,2,-1
"Esse desgraçado incentivando guerra civil. Exército fica de olho, bandidos tem q está na cadeia. Esse partido sempre incentivou guerrilhas, são uns, pilantras miseráveis.",1,2,5
Não consigo entender...o porque que esse homem zomba na cara da justiça e dos brasileiros do jeito que ele faz....dá nojo esse tipo🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮homem irritante...sem noção esse lula ladrão,1,3,5
"Ainda bem, q esses bandidos não estão mais no poder.",1,3,-1
Eles são canalhas.. Covardes.. Destruíram nosso país.. Nos roubaram descaradamente.. Não se importam nem um pouco com nossa nação.. Apenas buscam seus próprios interesses e são doentes pelo poder.. Querem estar no controle.. Querem o poder a qualquer custo!.. Nós não recuaremos.. Nós venceremos!.. E eles serão envergonhados!... 🇧🇷🇧🇷,1,1,-1
Esse BANDIDO LADRÃO...NUNCA era.pra ter sido solto...pois um VAGABUNDO DESSE NÃO TEM CAPACIDADE DE TOMAR CONTA NEM DE UM GALINHEIRO... IMAGINA DE UM PAIS. ACORDA BRASIL...NOSSA BANDEIRA É VERDE E AMARELA... NÃO VERMELHA DO COMUNISMO. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💓💓💓🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,1,5
Esse lixo é nocivo a paz e a saúde de nossa nação,1,1,-1
Bradileiros acordem contra os comunistas,1,1,5
Demônio 🤬,1,3,-1
Tem que prender esse sujeito,1,3,-1
Desgraçado este Luladrão..mas aqui não é o Chile..e a maioria do povo é BOLSONARO,1,1,5
Luladrão é o encardido! Esse cara é insuportável e não desiste! Louco! Ridículo!,1,2,5
