id,comentario,anotator1,anotator2,anotator3,label_final,links_post,account_post
1907,"Nosso carater, não igualar como os esquerdistas fazem, mais mostrar q somos um povo sivilizado, pronto para ajudar nosso presidente Jair Bolsonaro, Feliz natal a todos!",1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1908,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣💩💩💩💩💩💩💩💩💩🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮. Os três são farinha do mesmo saco!!!,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1909,"Essa traíra vai se juntar com a esquerda radical em 3,2,1 ....",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1910,"Joice está com mania de grandeza, só que dá pior espécie, ela, pra mim foi uma DECEPÇÃO GRANDE! Ela traiu e dividiu !",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1911,"Essa mulher não presta , muito pretensiosa e traira",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1912,"@joicehasselmannoficial é vergonha do nosso Brasil, o tiro saiu pela culatra em querida . #38 #aliancapelobrasil",0,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1913,Muito vaidosa e cheia de si... vai trapacear quem puder.,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1914,"Isso é uma nojeira...se crítica o governo é contra, o que ela fala é muita falcidade...esse tipo de soberba acaba na lama",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1915,"Postagem ridícula Carla, vai trabalhar",1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1916,"Tenho nojo desse Joice nunca gostei sempre tinha algo dizendo que não era uma boa pessoa , tá aí essa víbora de 💩",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1917,Está onde merece essa traidora!,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1918,Nojo dessa nossa política😎,1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1919,Essa mulher tá louca 🤣🤣🤣🤣,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1920,"Esta se afundando cada dia que passa, peppa pig está indo pelo ralo 💩💩💩💩💩💩",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1921,Pegou o virus do molusc a Pepa ta doidaaaaaaa,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1922,A roliça rebelde 😂😂😂😂😂,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1923,"Força Carla Zambelli, essa traíra da Joice nos envergonha .",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1924,Ela está provando do próprio veneno. E vida que anda.,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1925,"A Joyce só pode estar ""surtando""!!! 😱😱😱",1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1926,"Essa Peppa FDP, vai pagar junto com todos os outros canalhas!! #joicehalssemannpeppafdp",1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1927,Dois derrotados do caralho,1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1928,"Uai @carla.zambelli não teria sido os”não Bivaristas” ? Não acho que a postagem tenha a ver com “falta de serviço”. Como atingida de forma torpe por essa mulher descarada dona @joicehasselmannoficial , vc tem todo o dever de por os pingos nos is e mostrar sim que é Joice. O partido tá pouco ou nada importando.",1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1929,"Ocupando o mesmo antro que o condenado é péssimo sinal ,quase uma mensagem subliminar.",1,1,0,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1930,Kkkkkkk e um pior que o outro mitei,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1931,"Tudo tá melhorando, mas ainda tem muitos petralhas espalhados em estatais, autarquias escolas, universidades ( universidades aí já estamos falando em infestação), mas vamos ter fé, pois é pra frente que se anda! #bolsonaro2022🇧🇷",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1932,"O gigante adormecido criminosamente pelos petistas, e facistas comunistas, está acordando para tornar o Brasil a quarta potencia mundial. EUA, CHINA, RUSSIA E BRASIL. O PROTETOR DA AMERICA LATINA CONTRA OS COMUNISTAS DESTRUIDORES DE POVOS E PAÍSES.",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1933,SÓ A ESQUERDOPATIA NÃO VÊ ISSO...,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1934,Quem não está com o governo me desculpe e corrupto,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1935,Gasolina com preço surreal e no mercado as coisas cada vez mais caro... E políticos cada vez mais rico. Só safado,1,0,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1936,"Sensacional! Aproveito para perguntar como anda o projeto de criminalização do comunismo, pois não aguento mais ver e escutar essa gentalha, adoraria vê-los enjaulados.",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1937,Agora só precisa o presidente e sua prole parar de falar tanta bosta.,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1938,"🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 Maravilha! Bolsonaro 2022!!!!! Vamos mudar o rumo de nossas vidas pelo trabalho, pela honra, pela honestidade e pela ética. Apoio total ao governo. Vamos defender nosso país da quadrilha comunista.",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1939,E tem cretino que ainda ouve e da destaque ao que a esquerda e o ladrao do Lula fala. Este só tem ódio dentro dele. Muito ódio,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1940,Mas manifestar não é garantido em um estado democrático? Quanta hipocrisia. Manifestação legítima só quando é a favor pra vcs? Quanta hipocrisia.,1,1,0,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1941,"Mas, os LIXOS da esquerda insistem em querer enganar as pessoas nenos esclarecidas!!",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1942,"Muito bem Alexandre, continue a nos representar na imprensa brasileira, porque parte dela não sei que pensa, mas querem a desgraça do Brasil, será porque foi cortado alguns privilégios que tinham? A imprensa que você de privilégios de governos é porque não tem capacidade e nem qualidade. No Brasil a faze cubana, chavista e comunista tá com os dias contados e se Deus quiser vai zerar e estas desgraças, como Lula, José Dirceu, Dilma e seus comparsas vai sumir do mapa igual os dinosauros pré histórico,",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1943,"Cortei inúmeras páginas que não é oficial, tem comunista que entra nesses grupos que fazem campanha até para não comer carne, é bom aí sobra e os produtores exportam mais ,E a greve segunda feira?.",1,1,0,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1944,OS PESSIMISTAS SÃO DA ALA CANHOTINHA😂😂😂,1,1,0,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1945,Esse Alexandre é um especialista de respeito mesmo. Veio da merda da Globo pra estrelar ao lado da direita.👏🇧🇷🇧🇷🇧🇷,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1946,Onde anda o luladrão que depois da saída sumiu o molusco pra ver essa notícia aquele fdp,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1947,@bolsonarosp o câncer do noblat sempre fala no blog dele tic tac sobre a chata da Marielle !envolvendo vocês,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1948,"@bolsonarosp o lixo ,verme ,podre ,câncer ,azar ,ser das trevas ,da morte ,encosto ,infeliz ,infernal do noblat sempre fala no blog dele tic ,tac sobre a chata da Marielle !envolvendo vocês",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1949,"@bolsonarosp o serpente do diabo ,da morte do noblat sempre fala no blog dele tic tac envolvendo vocês",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1950,"@bolsonarosp o besta fera do noblat sempre fala tic tac no blog dele envolvendo vocês !com essa corja maligna do congresso ,STF ,mídia , jornalistas como esses diabos do noblat ,Fábio panunzio ,Reinaldo azedo ,Raquel sheirabosta ,José Simão ,George marques ,todos da globo enfim que perseguem @jairmessiasbolsonaro ,esquerda só teria solução com uma intervenção divina @bolsonarosp !Deus tinha que fazer uma limpeza com essa corja maligna @bolsonarosp",1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1951,E a esquerdalha PIRA..🤣😂😄😂😂🤣,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1952,mentira fauso fora,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1953,Este é o motivo dele ter levado um pé na bunda da globolixo,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
1954,PETISTA = BOSTA,1,1,0,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1955,"Continuo contra! Pode ser negra, polonesa, freira, macumbeira ou miss Piraquara. Sou contra!",0,1,1,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1956,Os racistas e facistas estão mordendo as costas e tendo calafrios de inveja....Que se cortem! 😘😘😘,0,1,1,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1957,Ela não é a mais bonita do mundo. É só um concurso e muito mimimi,1,1,1,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1958,Na terra em que essa mulher africana é bonita as trans são mulheres. Surrealismo clássico.,1,1,0,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1959,Se tivesse ganhado uma branca seria contra né cara de pau.,1,1,1,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1960,"Ai vem a hipocrisia, sou contra concurso de beleza pois mulher não é objeto, ok mas se a vencedora for Negra, ou qualquer representante de uma minoria ai tudo bem relativo isso.",1,1,0,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1961,Enquanto isso o véio do baú dava um show de misoginia e racismo.,1,0,1,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1962,"Mais de qq forma ta muito estereotipada, vale pela representação mas falta pela veracidade",1,1,0,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1963,"Ainda bem que não foi no SBT, com certeza , lá, o resultado seria alterado pelo dono.",1,1,0,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1964,"Comédia mesmo, se fosse uma mulher branca o concurso seria opressor, racista, homofóbico, elitista, etc ... Mas como essa linda mulher ganhou e tem a cor negra, agora o concurso é justo, honesto, representa as feminazis, etc ... Que discurso mais contraditório.",1,1,1,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1965,"A @manueladavila é contra esteriótipos, mas fez lipo quando era gorda e hj ela diz pra vc mulher se aceitar como vc é! Kkkkkkkk",1,1,1,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1966,Porque sempre dizer se é Negro ou Branco? A mulher é linda. Título mais que merecido!👏👏👏 Chega desta coisa do PT de dividir os povos! Não cola mais!,1,1,0,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1967,"Tipico da esquerda: é contra até convir, ai “abre exceção”!!!",1,1,1,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1968,Parece q tudo é ruim a menos q tenha um negro ou um lgbt no meio,1,1,0,1,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
1969,Aqui não farroupilha!!!,1,1,0,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1970,"Nunca vai ser , nunca será presidente do nosso país. Vai se acostumando pq daqui uns dias não será eleito nem a presidente do grémio. 😚",1,1,1,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1971,Mano o Haddad parece um rato kkkk,1,1,1,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1972,"Qual é o mérito farroupilha? Porongos? Até o véio da havan ganhou essa medalha, qual é o critério para recebê-la?",1,0,1,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1973,Mérito de que essa carniça,1,1,0,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1974,"Garoto, era pra vc ser o nosso presidente e não essa besta que os “cidadãos de bem” elegeram!",1,1,0,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1975,Esse cara não trabalha não???,1,1,1,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1976,Vamos deixar a traidora da Marta de lado. Unir jamais.,1,1,0,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1977,Meu estado cada vez mais decadente... Isso chega ser ridículo...,1,0,1,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1978,Por isso q o RS ta falido !!!!,1,1,0,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1979,Só pensando no chilique dos sulistas facistas que lá são maioria. 😂👏👏,1,0,1,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1980,Isso explica. Decadência do RS.. uma pena!!!,1,1,0,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1981,Vc realmente é muito competente..... até pra receber caixa 2 de um milhão de reais....e condenado....né ??,1,0,1,1,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
1982,O ministro mais flopado da história LOL,1,0,1,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
1983,Nenhuma dúvida ...esse presidente tem horror ao povo.,1,1,0,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1984,Bolsonaro é uma vergonha!,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1985,ele é louco mesmo,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1986,"E ainda tem pessoas defendendo esse idiota,o triste é que a gente sofre junto com essas pessoas 😒",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1987,Esse mauco ainda vai fazer muito estrago,0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1988,😡😡😡 Gente o que o povo tá esperando pra tirar esse Satanás do poder meu Deus,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1989,"Depois que o PT roubou tudo, foi o que sobrou!!!",0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1990,Miserável calhorda mentiroso,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1991,"Isto sempre ficou muito claro, Bolsolixo é contra os trabalhadores e o povo de bem num modo geral, ele apóia os milicianos, pronto a fazer qualquer desgraça contra o povo.",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1992,Fale-nos sobre roubar dinheiro de aposentados. Você tem know-how!,1,1,0,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1993,Ei Bolsonaro vai tomar no c...,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1994,Desgraça que foi escolhida pelo povo para atrazar suas vidas,0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1995,Esse miseravel nunca trabaalhou o tempo que passou como parlamentar so ia fazer baixaria e dormir sem se preocupar sempre no final do mês estava lá seus vencimentos sem fazer por ondem.,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1996,👏👏👏👏o capeta sendo capeta. Normal.,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1997,PODE BOTAR TUDO SUE BC TIRA DO TRABALHADOR NO CU DA SUA MAE SEU FULEIRO ASSASSINO DE MARIELLE,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1998,"Será,,Kkkk,,,,vcs mentem tanto mais tanto,,,,,parabéns Bolsonaro senta lenha",0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
1999,"Esse Presidente é totalmente Perverso e incompetente. Quem tá por Trás de toda essa desgraça ao Povo Brasileiro, é Banqueiro Ministro. O Povo está sendo usurpado por uma Quadrilha intitulada de GOVERNO, com o total apoio do Congresso Nacional.",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2000,Vagabundo pilantra,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2001,"E ninguém faz nada, cadê o povo nas ruas??? Esse merda está tirando todos os direitos dos trabalhadores e ninguém reclama. . .não é possível!",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2002,Mais uma mentira propagada pelo filha da Mentira!,0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2003,O vôMITO é mesmo o satanás!!!,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2004,"E os gados aplaudem as retiradas dos seus próprios direitos,n dá pra entender isso!!!",0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2005,"Querida Gleisi Hoffmann,infelizmente o nosso povo está acostumado a ser manipulado ,seja na política,na religião,em casa ou no ambiente de trabalho,mediante todas as provas de que esse é o pior presidente que o Brasil já teve( pois consegue ser pior até dos que presidiram na época da Ditadura) , ainda assim esse povo calhorda o chamam de meu Capitão, de Mito, enquanto que eu peço desculpas ao Diabo se o chamo de Demônio",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2006,Parabéns aos envolvidos! Faz arminha e grita mito.,1,0,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2007,"Pra quem votou em BolsoNero meus parabéns ,vc é burro ,idiota ,alienado agora faz arminha e aceita que dói menos",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2008,Esse bandido só gosta de roubar,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2009,"Esse safado deveria roubar só de quem votou nele não era, só que infelizmente quer roubar de todos trabalhadores",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2010,A todos os BOLSOLIXOS QUE VOTAM NELE,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2011,Desgoverno dos infernos.,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2012,Este é o lixo do lixo,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2013,Isso é pouco pra os otário q votou nele.,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2014,"Vão continuar apoiando esse Bolsomerda, bando de trouxas?",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2015,Esse cara é um infeliz ruim,0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2016,Quem rouba o pagador de impostos são vocês que desviaram dinheiro pra todo canto esquerda raça maldita,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2017,"Que beleza de governo para os trabalhadores!! Era isso o que vocês da imbecil direita, que também são trabalhadores queriam?",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2018,Esse é um miserável que entrou na presidência pra acabar com o Brasil e com a classe que realmente trabalha! FORA TRASTE! FORA COISO!,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2019,Bolsonaro na petralhada🤣🤣🤣,1,0,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
2020,Vota numa praga dessas!,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
